出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1150317","11502","1101","台泥","水泥工業","8593689","12252892","9123490","-29.86399455736654","-5.8069992952258405","20846581","21336840","-2.2977113761925385","-"
"1150317","11502","1102","亞泥","水泥工業","3493115","5986964","4184371","-41.654651673201975","-16.519950071348838","9480079","10062045","-5.783774570676239","-"
"1150317","11502","1103","嘉泥","水泥工業","188835","256819","218169","-26.4715616835203","-13.445539925470621","445654","486172","-8.334087524579779","-"
"1150317","11502","1104","環泥","水泥工業","460060","718229","538636","-35.94522081397437","-14.587959215499893","1178289","1226440","-3.9260787319395973","-"
"1150317","11502","1108","幸福","水泥工業","259157","374664","356169","-30.829489889607757","-27.23763157377537","633821","804398","-21.205547502604432","-"
"1150317","11502","1109","信大","水泥工業","167550","373777","238647","-55.17380684204753","-29.791700712768233","541327","543202","-0.3451754595896186","-"
"1150317","11502","1110","東泥","水泥工業","159417","198691","228781","-19.766370897524297","-30.318951311516255","358108","465570","-23.081813690744678","-"
"1150317","11502","1201","味全","食品工業","1640170","1676231","1529280","-2.151314466800817","7.251124712282905","3316401","3442294","-3.657241362881846","-"
"1150317","11502","1203","味王","食品工業","386214","461815","470623","-16.370408063835086","-17.93558750847281","848029","1010885","-16.11024003719513","-"
"1150317","11502","1210","大成","食品工業","7628102","9726934","8087375","-21.577528952082947","-5.678888390856119","17355036","16771965","3.4764620603489216","-"
"1150317","11502","1213","大飲","食品工業","29013","24751","24067","17.219506282574443","20.550961898034654","53764","46447","15.75343940405193","-"
"1150317","11502","1215","卜蜂","食品工業","2030010","2634849","2030712","-22.955357214018715","-0.034569156039852035","4664859","4361729","6.9497669387529575","-"
"1150317","11502","1216","統一","食品工業","51532816","66104462","47574945","-22.04336221660801","8.319234000165423","117637278","113330461","3.8002289605086843","-"
"1150317","11502","1217","愛之味","食品工業","319659","462021","313901","-30.81288512859805","1.8343363034842195","781680","783035","-0.17304462763478007","-"
"1150317","11502","1218","泰山","食品工業","837121","943672","786116","-11.291105384074127","6.488228200418259","1780793","1673833","6.390123745917305","-"
"1150317","11502","1219","福壽","食品工業","1059567","1271934","1162280","-16.696385189797585","-8.837199297931651","2331501","2341159","-0.4125307166236894","-"
"1150317","11502","1220","台榮","食品工業","183280","288493","270707","-36.46986235367929","-32.29580321159039","471773","489613","-3.643694101259566","-"
"1150317","11502","1225","福懋油","食品工業","889099","1313398","1068503","-32.30543978291424","-16.79021958759124","2202497","2158758","2.0261187219688357","-"
"1150317","11502","1227","佳格","食品工業","1872242","3796317","1605125","-50.68267481351004","16.641507670742154","5668559","4873756","16.30781270133343","-"
"1150317","11502","1229","聯華","食品工業","687463","996429","789043","-31.007327165307313","-12.873823099628284","1683892","1653244","1.8538098429511918","-"
"1150317","11502","1231","聯華食","食品工業","1103687","1271114","834848","-13.171674609830433","32.20214937329909","2374801","2124317","11.79127220654921","-"
"1150317","11502","1232","大統益","食品工業","1661070","2213265","1633429","-24.949339550392747","1.6922070074671136","3874334","3461769","11.917750722246343","-"
"1150317","11502","1233","天仁","食品工業","200044","198102","161766","0.9803030761930722","23.66257433576895","398146","382004","4.225610203034523","-"
"1150317","11502","1234","黑松","食品工業","805443","794428","777480","1.3865321967503663","3.59661984874209","1599871","1620011","-1.2432014350519842","-"
"1150317","11502","1235","興泰","食品工業","15848","23862","1746","-33.58477914676054","807.6746849942726","39710","10353","283.56032067999615","泰宇網通累計1-2月營收較去年同期增加 29,491仟元"
"1150317","11502","1236","宏亞","食品工業","138565","303656","87822","-54.367771425560505","57.77937191136617","442221","382900","15.492556803342909","本月業績大幅成長主因：農曆新年節慶挪移影響，使得今年度大量出貨落點在115/01-115/02，去年度則落在113/12-114/01。"
"1150317","11502","1256","鮮活果汁-KY","食品工業","336653","448137","179442","-24.87721388771737","87.61103866430379","784790","508292","54.3974723190607","春節假期，直飲產品銷量增加，致本月營收較去年同期成長。"
"1150317","11502","1301","台塑","塑膠工業","10739649","13891082","16129819","-22.68673527375333","-33.41742396489384","24630731","30109841","-18.19707384040985","-"
"1150317","11502","1303","南亞","塑膠工業","18556362","22872625","22080604","-18.87086856012373","-15.960804333069875","41428987","42538893","-2.609155814186326","-"
"1150317","11502","1304","台聚","塑膠工業","2843587","3583459","4165011","-20.64686661686376","-31.72678295447479","6427046","7850792","-18.135062042148103","-"
"1150317","11502","1305","華夏","塑膠工業","785281","806175","850423","-2.5917449685242038","-7.659952752924133","1591456","1625769","-2.110570443894551","-"
"1150317","11502","1307","三芳","塑膠工業","789802","1151903","949002","-31.43502534501603","-16.775517859814837","1941705","1908990","1.7137334401961246","-"
"1150317","11502","1308","亞聚","塑膠工業","377128","448082","532521","-15.835048049240987","-29.180633252021988","825210","969971","-14.924260622224788","-"
"1150317","11502","1309","台達化","塑膠工業","824009","1135298","1445653","-27.419144577018546","-43.000913773913936","1959307","2730681","-28.248411293739547","-"
"1150317","11502","1310","台苯","塑膠工業","624367","705741","720506","-11.530292274361274","-13.34326154119466","1330108","1598061","-16.76738247163281","-"
"1150317","11502","1312","國喬","塑膠工業","2072655","2321933","1791123","-10.735796424789173","15.718183508335274","4394588","3050187","44.07601894572365","-"
"1150317","11502","1313","聯成","塑膠工業","2565385","5300917","4286677","-51.604882702370176","-40.154459969808784","7883138","8670693","-9.082953346404953","-"
"1150317","11502","1314","中石化","塑膠工業","1098234","1589699","2035647","-30.915601003712023","-46.04987996445356","2687933","4397766","-38.87958113278424","-"
"1150317","11502","1315","達新","塑膠工業","144318","126246","184467","14.314908987215437","-21.764868513067377","270564","386710","-30.034392697370123","-"
"1150317","11502","1316","上曜","建材營造","520392","718541","249447","-27.576575310246735","108.61826359908116","1238933","464905","166.4916488314817","主因子公司營收上升，致本月及本年度營收較去年同期增加。"
"1150317","11502","1319","東陽","汽車工業","1434755","2150642","2508735","-33.28713007557743","-42.80962317662089","3585397","4738762","-24.338951819061602","-"
"1150317","11502","1321","大洋","塑膠工業","194063","330086","304849","-41.20835176287392","-36.34127059626241","524326","631084","-16.916606981004115","-"
"1150317","11502","1323","永裕","塑膠工業","149301","179252","143000","-16.708879119898242","4.406293706293706","328554","332115","-1.0722189602998962","-"
"1150317","11502","1324","地球","塑膠工業","36917","59958","62235","-38.428566663331","-40.681288663935085","96875","117082","-17.258844228831077","-"
"1150317","11502","1325","恆大","塑膠工業","14835","24322","23183","-39.005838335663185","-36.0091446318423","39157","52406","-25.281456321795215","-"
"1150317","11502","1326","台化","塑膠工業","22981250","25040014","27143490","-8.221896361559542","-15.334210891819733","48021264","51162657","-6.140011454057205","-"
"1150317","11502","1337","再生-KY","塑膠工業","36192","54359","61049","-33.42040876395813","-40.716473652312075","90551","136662","-33.74090822613455","-"
"1150317","11502","1338","廣華-KY","汽車工業","284407","416618","387589","-31.734346571679573","-26.62149854614037","702533","839610","-16.32627053036529","-"
"1150317","11502","1339","昭輝","汽車工業","110249","144002","155805","-23.439257788086277","-29.239112993806362","254321","311823","-18.440589693512024","-"
"1150317","11502","1340","勝悅-KY","塑膠工業","5030","2967","15979","69.53151331311089","-68.52118405407097","7997","32492","-75.3877877631417","由於受市場低迷影響，EVO膠粒銷售持續虧損，故公司調整營運，並暫停該車間生產營運，致營收下滑。"
"1150317","11502","1341","富林-KY","塑膠工業","123597","248122","187099","-50.18700477990666","-33.94032036515428","371719","421401","-11.789720480017845","-"
"1150317","11502","1342","八貫","其他","244978","301479","242393","-18.741272194746568","1.0664499387358546","546457","497415","9.859372958193863","-"
"1150317","11502","1402","遠東新","紡織纖維","17896522","21993415","19649054","-18.627816553272876","-8.919167304441222","39889937","41694056","-4.327041245399584","-"
"1150317","11502","1409","新纖","紡織纖維","2768316","3334219","3391760","-16.972580385391602","-18.38113545769748","6102535","6778783","-9.975949960339488","-"
"1150317","11502","1410","南染","紡織纖維","12885","14210","19688","-9.32441942294159","-34.55404307192198","27095","31675","-14.459352801894239","-"
"1150317","11502","1413","宏洲","紡織纖維","105547","144951","178124","-27.184358852301813","-40.74521120118569","250498","374570","-33.123848679819524","-"
"1150317","11502","1414","東和","紡織纖維","32662","41048","40915","-20.42974079126876","-20.17108639863131","73710","80705","-8.667368812341243","-"
"1150317","11502","1416","廣豐","其他","33389","37712","28146","-11.463194739075096","18.62786896894763","71102","55566","27.95954360580211","-"
"1150317","11502","1417","嘉裕","紡織纖維","23236","30235","16382","-23.148668761369272","41.838603345134906","53471","36342","47.1327940124374","-"
"1150317","11502","1418","東華","紡織纖維","18","613","1312","-97.06362153344209","-98.6280487804878","631","1991","-68.3073832245103","配合客戶生產線出貨。"
"1150317","11502","1419","新紡","紡織纖維","379790","509836","330627","-25.507418071693643","14.869626497533474","889626","667723","33.232792640061824","-"
"1150317","11502","1423","利華","紡織纖維","17386","5852","11062","197.09501025290498","57.16868559030917","23238","17774","30.74153257567233","本月營收增加主因配合客戶需求出貨。"
"1150317","11502","1432","大魯閣","運動休閒","72081","65998","107937","9.216945968059639","-33.21937797048278","138079","230312","-40.04697974920977","-"
"1150317","11502","1434","福懋","紡織纖維","1869940","2426027","2564073","-22.92171521586528","-27.071499134385018","4295967","4872680","-11.835642808475008","-"
"1150317","11502","1435","中福","其他","499","498","499","0.20080321285140562","0.0","997","997","0.0","-"
"1150317","11502","1436","華友聯","建材營造","12853","23389","76186","-45.04681687972979","-83.12944635497335","36242","221931","-83.66969914072392","本月及累計營收較去年同期減少，係今年交屋數量較去年同期減少所致。"
"1150317","11502","1437","勤益控","其他","54278","66341","67989","-18.183325545288735","-20.166497521657917","120619","123309","-2.1815114874015684","-"
"1150317","11502","1438","三地開發","建材營造","1134","178785","0","-99.36571860055373","","179919","0","","因本年已有建案完工交屋，故營收變化大。"
"1150317","11502","1439","雋揚","建材營造","4400","5180","4266","-15.057915057915057","3.1411157993436474","9579","8461","13.21356813615412","-"
"1150317","11502","1440","南紡","紡織纖維","865498","1103124","1418665","-21.54118666623154","-38.992080582801435","1968622","2732867","-27.964954020814037","-"
"1150317","11502","1441","大東","紡織纖維","57056","117500","108493","-51.441702127659575","-47.410432009438395","174556","243267","-28.245096951086666","-"
"1150317","11502","1442","名軒","建材營造","78263","144424","473261","-45.810253143521855","-83.46303625272313","222687","812308","-72.58589106595035","本月認收7戶，去年同期認收41戶；本年累計認收20戶，去年累計認收69戶，故兩期差異大。"
"1150317","11502","1443","立益物流","其他","76166","76886","82805","-0.936451369560128","-8.017631785520198","153052","168076","-8.938813393940837","-"
"1150317","11502","1444","力麗","紡織纖維","665239","527231","583534","26.176002549167254","14.001754824911659","1192470","1215160","-1.867243819743902","-"
"1150317","11502","1445","大宇","紡織纖維","45054","73686","50509","-38.85677062128491","-10.80005543566493","118740","130366","-8.917969409201786","-"
"1150317","11502","1446","宏和","紡織纖維","76133","6715","10852","1033.7751303052867","601.5573166236638","82848","153938","-46.18092998479907","營建銷售增加營收"
"1150317","11502","1447","力鵬","紡織纖維","1723100","2477005","1714781","-30.43615172355324","0.48513483646016603","4200104","4083443","2.8569273527266086","-"
"1150317","11502","1449","佳和","紡織纖維","283925","228333","232350","24.346896856783733","22.19711641919518","512258","439464","16.564269200662626","-"
"1150317","11502","1451","年興","紡織纖維","458977","550618","438156","-16.64329898405065","4.751960488958271","1009595","896608","12.601605160783754","-"
"1150317","11502","1452","宏益","紡織纖維","75246","91925","129933","-18.14413924394887","-42.08861490152617","167171","235336","-28.964969235476087","-"
"1150317","11502","1453","大將","建材營造","125","126","124","-0.7936507936507936","0.8064516129032258","251","248","1.2096774193548387","-"
"1150317","11502","1454","台富","紡織纖維","74526","108456","136416","-31.284576233680017","-45.368578465869106","182982","253883","-27.926643375097978","無"
"1150317","11502","1455","集盛","紡織纖維","318242","417747","641314","-23.819440953495775","-50.37657060347973","735989","1189284","-38.11494983536313","2月適逢農曆春節銷售天數減少1/3，去年同期農曆春節為1月，比較基期較高，二者影響致本期減少比例較大。"
"1150317","11502","1456","怡華","建材營造","112471","50441","65210","122.97535734818898","72.47508050912437","162912","98656","65.13136555303277","本月認列建設收入較去年本月增加所致"
"1150317","11502","1457","宜進","紡織纖維","156605","218095","254736","-28.19413558311745","-38.52262734752842","374700","539417","-30.536115843586686","-"
"1150317","11502","1459","聯發","紡織纖維","47656","82826","121057","-42.4625117716659","-60.63342062003849","130677","219486","-40.462261829911704","春節期間工作日減少，致營業額下降。"
"1150317","11502","1460","宏遠","紡織纖維","450189","662268","729701","-32.02313866893765","-38.305004378505714","1112459","1413485","-21.29672405437624","-"
"1150317","11502","1463","強盛新","紡織纖維","16307","27016","178204","-39.639472904945215","-90.84925141972121","43323","628927","-93.11160118741921","子公司保強建設房屋售出入帳"
"1150317","11502","1464","得力","紡織纖維","792863","1061584","1202274","-25.31321120137455","-34.05305279828059","1854447","2238311","-17.149716907078595","-"
"1150317","11502","1465","偉全","紡織纖維","20212","43758","15920","-53.80958910370675","26.959798994974875","63970","58807","8.779567058343394","-"
"1150317","11502","1466","聚隆","紡織纖維","159530","194990","232850","-18.185547976819326","-31.48808245651707","354520","456547","-22.347534864975568","-"
"1150317","11502","1467","南緯","紡織纖維","373739","345912","469955","8.044531557159047","-20.473449585598622","719651","841965","-14.527207187947242","-"
"1150317","11502","1468","昶和","紡織纖維","27453","74788","69212","-63.292239396694654","-60.33491302086343","102242","124802","-18.07663338728546","本年因受農曆春節假期影響基數較低，致營收減少。"
"1150317","11502","1470","大統新創","紡織纖維","48383","73862","55157","-34.49541035986028","-12.281306089888863","122246","123054","-0.6566222959026119","-"
"1150317","11502","1471","首利","電子零組件業","4068","10320","10461","-60.58139534883721","-61.112704330369944","14388","28336","-49.22360248447205","本月營收較去年同期減少，主係因為客戶需求減少所致。"
"1150317","11502","1472","三洋實業","建材營造","350999","336469","272165","4.31837702730415","28.96551724137931","687468","608865","12.909758320810031","本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性。"
"1150317","11502","1473","台南","紡織纖維","707190","696586","977784","1.522281527334744","-27.67421025502565","1403776","1766245","-20.522011385736405","-"
"1150317","11502","1474","弘裕","紡織纖維","148784","239437","251702","-37.860898691513846","-40.88882885316764","388221","470515","-17.490196911894415","-"
"1150317","11502","1475","業旺","紡織纖維","87958","129122","146029","-31.879927510416504","-39.76675865752693","217080","281846","-22.979215600008516","-"
"1150317","11502","1476","儒鴻","紡織纖維","2439916","3581621","2633763","-31.876767530679544","-7.3600775772155655","6021537","5963959","0.9654325256092472","-"
"1150317","11502","1477","聚陽","紡織纖維","2937964","2828261","2969487","3.878814578993947","-1.0615638324060688","5766225","6470152","-10.879605301390137","-"
"1150317","11502","1503","士電","電機機械","2844510","4483948","2920936","-36.56237761900896","-2.61649005661199","7328458","7169059","2.22342988110434","-"
"1150317","11502","1504","東元","電機機械","4428182","4643699","4435229","-4.641063083546113","-0.15888694811474222","9071881","8738581","3.814120393230892","-"
"1150317","11502","1506","正道","電機機械","96478","95635","80734","0.8814764469075129","19.50107761290163","192113","155284","23.71718915020221","-"
"1150317","11502","1512","瑞利","汽車工業","140262","108137","79163","29.707685621017784","77.18125892146584","248399","207938","19.458203887697294","本月恰逢農曆新年假期故營收相較去年同期增加77.18%。"
"1150317","11502","1513","中興電","電機機械","1879058","2133688","2155049","-11.933797256206155","-12.806715763771496","4012746","4084266","-1.751110236208905","-"
"1150317","11502","1514","亞力","電機機械","778370","965888","679782","-19.41405214683276","14.502884748345792","1744258","1251605","39.36169957774218","-"
"1150317","11502","1515","力山","電機機械","288446","450296","239627","-35.94302414411854","20.3729129021354","738742","575461","28.373947148460104","客戶庫存管理減少採購量"
"1150317","11502","1516","川飛","其他","11818","4909","6993","140.74149521287433","68.997568997569","16727","12023","39.12501039673958","主係新拓展業務出貨成長。"
"1150317","11502","1517","利奇","電機機械","94467","181152","163301","-47.852080021197665","-42.15160960435025","275619","341961","-19.400457946958863","-"
"1150317","11502","1519","華城","電機機械","1363202","1356774","1176341","0.47377087119888794","15.88493472556002","2719976","2451390","10.956477753437845","-"
"1150317","11502","1521","大億","汽車工業","284898","369747","317037","-22.94785353228018","-10.13730258613348","654645","574116","14.02660786321928","-"
"1150317","11502","1522","堤維西","汽車工業","1900928","2307740","1528704","-17.628155684782513","24.348991040777022","4208668","3212911","30.99236175542989","-"
"1150317","11502","1524","耿鼎","汽車工業","150333","211582","254141","-28.948114678942442","-40.84661664194286","361915","464633","-22.107340632283975","-"
"1150317","11502","1525","江申","汽車工業","74479","101473","82131","-26.602150325702404","-9.316823124033556","175952","156298","12.574697053065298","-"
"1150317","11502","1526","日馳","電機機械","40240","55083","68759","-26.946607846340978","-41.47675213426606","95323","129700","-26.505011565150348","-"
"1150317","11502","1527","鑽全","電機機械","145143","240478","267891","-39.6439591147631","-45.82012833577836","385621","561215","-31.288187236620548","-"
"1150317","11502","1528","恩德","電機機械","220658","250494","186120","-11.91086413247423","18.55684504620675","471152","359760","30.962864131643318","-"
"1150317","11502","1529","樂事綠能","電機機械","58630","156851","118552","-62.62057621564415","-50.54490856333086","215481","160133","34.5637688671292","本月無台電變壓器交貨,故本月營收較比去年同期減幅大"
"1150317","11502","1530","亞崴","電機機械","130895","141251","171648","-7.331629510587535","-23.74219332587621","272146","378634","-28.124257198244216","-"
"1150317","11502","1531","高林股","電機機械","102687","117207","114415","-12.38833858046021","-10.25040423021457","219894","250344","-12.163263349630908","-"
"1150317","11502","1532","勤美","電機機械","973567","1082068","837571","-10.027188679454525","16.236951852439972","2055635","1905744","7.865222191438095","-"
"1150317","11502","1533","車王電","汽車工業","431087","390258","238506","10.462053308324236","80.74471921041818","821345","503915","62.99276663723049","本月營收較去年同期增加192,581仟元，主要係電動巴士營收增加約221,895仟元所致。"
"1150317","11502","1535","中宇","電機機械","772725","630751","793174","22.508723727746766","-2.578122833073197","1403476","1614489","-13.069955880777137","-"
"1150317","11502","1536","和大","汽車工業","301194","397882","454999","-24.300672058550024","-33.80337099641977","699076","832448","-16.021661413085262","-"
"1150317","11502","1537","廣隆","電機機械","546743","618676","501917","-11.626925886893948","8.930958704327608","1165418","1151080","1.245612815790388","-"
"1150317","11502","1538","正峰","電機機械","2160","4606","11618","-53.10464611376465","-81.4081597521088","6766","20528","-67.04014029618082","因今年2月適逢春節假期及台灣工廠因租約到期而進行搬廠，致本月營收大幅下降"
"1150317","11502","1539","巨庭","電機機械","84208","92097","90103","-8.565968489744508","-6.542512457964774","176305","240227","-26.60899898845675","-"
"1150317","11502","1540","喬福","電機機械","21574","36298","28572","-40.5642184142377","-24.492510149797003","57872","82849","-30.147617955557703","歐洲衰退"
"1150317","11502","1541","錩泰","電機機械","191159","248105","186643","-22.952379033070677","2.4195924840470844","439265","510395","-13.936265049618433","-"
"1150317","11502","1558","伸興","電機機械","506940","719888","600591","-29.58071255528638","-15.593140756354991","1226828","1384409","-11.382546631811842","-"
"1150317","11502","1560","中砂","電機機械","751193","752917","604077","-0.22897610227953413","24.35384892985497","1504110","1169885","28.56904738499938","-"
"1150317","11502","1563","巧新","汽車工業","558743","637198","637817","-12.312499411485911","-12.397599938540365","1195941","1235425","-3.1959851872837284","-"
"1150317","11502","1568","倉佑","汽車工業","66909","73489","93426","-8.953720965042388","-28.38289127223685","140398","197926","-29.065408283904084","-"
"1150317","11502","1582","信錦","電子零組件業","550886","823187","714364","-33.0788751523044","-22.884411868459217","1374074","1500944","-8.452680446439041","-"
"1150317","11502","1583","程泰","電機機械","205899","312111","270309","-34.0302007939483","-23.82828540670122","518010","576607","-10.162380963116993","-"
"1150317","11502","1587","吉茂","汽車工業","226514","292309","158653","-22.508715092590375","42.773222063244944","518823","353863","46.6169110644515","-"
"1150317","11502","1589","永冠-KY","電機機械","420278","645088","507677","-34.84950890421152","-17.21547361806818","1065366","989311","7.6876735424957365","-"
"1150317","11502","1590","亞德客-KY","電機機械","2171413","3702382","2371072","-41.35091948912889","-8.420621558518679","5873795","4590580","27.953221597270932","本月營業收入換算匯率為4.5705490；本年累計營業收入換算匯率為4.5430003。"
"1150317","11502","1597","直得","電機機械","106281","107622","89452","-1.246027763840107","18.813441845906183","213903","166383","28.560610158489748","-"
"1150317","11502","1598","岱宇","運動休閒","487111","475669","577925","2.4054542129085563","-15.713803694250984","962780","1303896","-26.161288937154495","-"
"1150317","11502","1603","華電","電器電纜","303060","464051","480534","-34.69252302009908","-36.932662413065465","767111","878804","-12.70965994692787","-"
"1150317","11502","1604","聲寶","電器電纜","631054","960596","669466","-34.305993362454146","-5.737707366766946","1591650","1678142","-5.15403344889765","-"
"1150317","11502","1605","華新","電器電纜","11867190","13468434","15431274","-11.88886547611994","-23.096498707754137","25335624","29538241","-14.227715861618165","-"
"1150317","11502","1608","華榮","電器電纜","983547","1181449","788860","-16.75078653416271","24.679537560530385","2164996","1695491","27.69138851223628","-"
"1150317","11502","1609","大亞","電器電纜","2284297","3019759","2423121","-24.35498991806962","-5.729140228655523","5304056","4563483","16.228240578523028","-"
"1150317","11502","1611","中電","電器電纜","65325","95312","90462","-31.461935538022495","-27.787358227764145","160637","184811","-13.080390236511896","-"
"1150317","11502","1612","宏泰","電器電纜","473965","730018","596430","-35.074888564391564","-20.53300471136596","1203983","1114583","8.020936978224142","-"
"1150317","11502","1614","三洋電","電器電纜","419514","461407","447107","-9.079402783226088","-6.171453365749138","880921","946936","-6.97143207143883","-"
"1150317","11502","1615","大山","電器電纜","238215","389320","606204","-38.812544950169524","-60.70382247560227","627535","883795","-28.99541183192935","因適逢春節假期,至本月營收較去年同期減少60.7%"
"1150317","11502","1616","億泰","電器電纜","314402","577471","404443","-45.55536122160247","-22.26296412597078","891873","769527","15.898857350034502","-"
"1150317","11502","1617","榮星","電器電纜","187172","321218","265802","-41.73053813920764","-29.582170186830798","508390","492672","3.190357885164978","-"
"1150317","11502","1618","合機","電器電纜","107573","703654","416799","-84.71223072703346","-74.19067704097179","811227","544149","49.08177723380912","115年2月超高壓電纜及附屬器材出貨較去年同期減少。"
"1150317","11502","1623","大東電","電器電纜","602009","613933","526347","-1.9422314812854171","14.37492756679529","1215942","1057362","14.997701827756247","-"
"1150317","11502","1626","艾美特-KY","電器電纜","348225","598085","493367","-41.776670540140614","-29.418668050356022","946310","1004466","-5.789743007727489","-"
"1150317","11502","1702","南僑","食品工業","1645241","2104739","1633026","-21.83159052024978","0.7479978885823005","3749980","3802641","-1.384853316418773","-"
"1150317","11502","1707","葡萄王","生技醫療業","625771","794503","634321","-21.237427674911235","-1.3478979885578437","1420274","1330455","6.750998718483526","-"
"1150317","11502","1708","東鹼","化學工業","433100","552559","534333","-21.619229801704435","-18.945676198176045","985659","979443","0.6346464265914402","-"
"1150317","11502","1709","和益","化學工業","640347","867400","807127","-26.176273922065945","-20.663414803370472","1507747","1726734","-12.68215023275154","-"
"1150317","11502","1710","東聯","化學工業","1319865","1796146","2154946","-26.51683103712059","-38.75182951220123","3116011","3988985","-21.884614757889537","無"
"1150317","11502","1711","永光","化學工業","483949","724301","645241","-33.18399394726778","-24.997171599448887","1208250","1287707","-6.17042541509831","-"
"1150317","11502","1712","興農","化學工業","1391427","1528811","1529106","-8.986329899510142","-9.003888546640978","2920238","3158963","-7.557068569654029","-"
"1150317","11502","1713","國化","化學工業","28549","30646","31026","-6.842654832604581","-7.9836266357248755","59195","65682","-9.876374044639324","-"
"1150317","11502","1714","和桐","化學工業","1848648","2631806","1609398","-29.75743652837633","14.86580696633151","4480454","3275619","36.78190290140581","-"
"1150317","11502","1717","長興","化學工業","2436388","3889579","3018586","-37.361138570523956","-19.287109924978118","6325967","6343603","-0.27801235354734527","-"
"1150317","11502","1718","中纖","化學工業","3618337","4642034","3620467","-22.052768247712102","-0.05883218932806182","8260371","7561058","9.248877604165978","本月份自結異業別合併營收資訊，未經會計師簽證或核閱。"
"1150317","11502","1720","生達","生技醫療業","466104","614864","557805","-24.19396809701007","-16.439615994836906","1080968","1085262","-0.3956648256365744","-"
"1150317","11502","1721","三晃","化學工業","103657","150415","173672","-31.085995412691553","-40.314500898244965","254072","324455","-21.69268465580743","-"
"1150317","11502","1722","台肥","化學工業","960267","1415330","1025356","-32.15243088184381","-6.347941592968686","2375597","2175790","9.183193230964385","-"
"1150317","11502","1723","中碳","化學工業","414132","335219","628781","23.54073008988154","-34.1373228516765","749351","1227443","-38.950240459231104","-"
"1150317","11502","1725","元禎","化學工業","487626","754802","640053","-35.3968325468136","-23.814746591297908","1242428","1352729","-8.153961362549335","-"
"1150317","11502","1726","永記","化學工業","647835","975160","794045","-33.566286558103286","-18.41331410688311","1622995","1643352","-1.238748606506701","-"
"1150317","11502","1727","中華化","化學工業","169192","118805","169209","42.41151466689112","-0.010046746922445024","287997","300829","-4.26554620731379","-"
"1150317","11502","1730","花仙子","化學工業","164991","309332","164978","-46.662162336906626","0.007879838523924402","474323","480806","-1.3483608773600995","-"
"1150317","11502","1731","美吾華","生技醫療業","127716","187249","123194","-31.79349422426822","3.670633310063802","314965","302975","3.957422229556894","-"
"1150317","11502","1732","毛寶","化學工業","48194","62467","53151","-22.848864200297758","-9.32625914846381","110662","110067","0.5405798286498223","-"
"1150317","11502","1733","五鼎","生技醫療業","178279","200067","202650","-10.890351732169723","-12.026153466567974","378346","372380","1.6021268596594875","-"
"1150317","11502","1734","杏輝","生技醫療業","196311","312756","237539","-37.23189962782489","-17.35630780629707","509067","503878","1.0298127721392878","-"
"1150317","11502","1735","日勝化","化學工業","114072","223004","205365","-48.847554303958674","-44.45402088963553","337076","390408","-13.660580725804799","-"
"1150317","11502","1736","喬山","運動休閒","3608791","3856648","3449249","-6.426746750027485","4.625412662292574","7481240","6805959","9.921908139617061","-"
"1150317","11502","1737","臺鹽","食品工業","214779","277168","241915","-22.50945275067829","-11.2171630531385","491947","569749","-13.655486889840965","-"
"1150317","11502","1752","南光","生技醫療業","156007","211841","195109","-26.35655987273474","-20.041105228359534","367848","390911","-5.899808396284576","-"
"1150317","11502","1760","寶齡富錦","生技醫療業","232671","136792","243538","70.09108719808177","-4.4621373255918995","369463","353612","4.482596744454374","-"
"1150317","11502","1762","中化生","生技醫療業","102881","126909","39377","-18.93325138485056","161.27180841608046","229790","130020","76.73434856175973","客戶訂單需求增加，故當月及本年度累計營收皆較去年同期成長。"
"1150317","11502","1773","勝一","化學工業","902811","1019226","1002007","-11.421902502487182","-9.899731239402518","1922037","1795145","7.068621197730545","-"
"1150317","11502","1776","展宇","化學工業","55652","91183","90977","-38.96669335292763","-38.82849511414973","146835","168150","-12.676181980374665","-"
"1150317","11502","1783","和康生","生技醫療業","47965","72964","39671","-34.26210185845074","20.906959743893523","120929","107282","12.72068007680692","-"
"1150317","11502","1786","科妍","生技醫療業","55099","75396","55060","-26.920526287866732","0.07083181983290955","130495","130099","0.304383584808492","-"
"1150317","11502","1789","神隆","生技醫療業","207454","127007","164197","63.3406032738353","26.34457389599079","334461","371787","-10.039619459529247","-"
"1150317","11502","1795","美時","生技醫療業","2238173","2051959","966712","9.074937657136424","131.5242802406508","4290132","3138057","36.71300425709284","主要係併購取得NAGH後，受惠於其營收挹注所致"
"1150317","11502","1802","台玻","玻璃陶瓷","2437371","3668041","2957754","-33.551151691052524","-17.593856689907273","6105412","6077597","0.45766443546684654","-"
"1150317","11502","1805","寶徠","建材營造","109","115","40839","-5.217391304347826","-99.7330982639144","224","88517","-99.74694126551962","去年累計及當月收入較高，主要係認列松雍案收入所致。"
"1150317","11502","1806","冠軍","玻璃陶瓷","121149","288208","286407","-57.96473380336424","-57.70040536718725","409357","552739","-25.940271990939667","因115年2月適逢農曆除夕及春節，致營業出貨天數減少所致。"
